name,country,lat,lon,population,aquifer_context_class,sy_low,sy_mid,sy_high,class_basis,dP_sy_low,dP_sy_mid,dP_sy_high,material_at_sy_low,material_at_sy_mid,material_at_sy_high,sy_material_threshold_0p03_0p25,direction,class_prior_use
Taiyuan,CN,37.86944,112.56028,4303673,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0007481143005881596,0.0007481143005881596,0.0007481143005881596,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Zhenjiang,CN,32.21086,119.45508,950516,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0009030045932733044,0.0004510028585961723,0.00028852680431201705,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Giza,EG,30.00944,31.20861,4367343,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0008822727734285329,0.0004407455514918168,0.0002819871187129397,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ankang,CN,32.68,109.01722,870126,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0023236578659075052,0.0011443972395993318,0.0006825083072401414,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Suwon,KR,37.29111,127.00889,1234582,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0012846495035298625,0.0005290461561845185,0.0003163705422718176,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0012875955566053433,0.000510676242606865,0.0003021582047292408,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Chiba,JP,35.6,140.11667,979768,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0006153195528436073,0.0006153195528436073,0.0006153195528436073,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Cali,CO,3.43054,-76.5199,2392877,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0006105155087874903,0.0005453182949792523,0.0003270745603979608,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Barquisimeto,VE,10.0647,-69.35703,1240714,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.001228746762185014,0.0004967678066832067,0.00029551787219837984,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Tangerang,ID,-6.17806,106.63,1912679,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0011765900429084042,0.00048823106146958506,0.0002925942215133148,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Mysuru,IN,12.29791,76.63925,920550,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0008395328968500435,0.00047401870062310867,0.00028097105108484694,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bucheon-si,KR,37.49889,126.78306,850731,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0011540576174008596,0.00047522682655758847,0.0002841799580654905,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Tripoli,LY,32.88743,13.18733,1302947,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0007069167160620449,0.00035272134242209097,0.00022557210734108768,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Beirut,LB,33.89332,35.50157,1916100,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0010629379363386732,0.00044162767993327634,0.00026476045869548714,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Yibin,CN,28.7593,104.63994,836340,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0017722870868760454,0.0008676175572889938,0.0005162069294723098,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Havana,CU,23.13302,-82.38304,2163824,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0006294813365721186,0.00031448696885016947,0.0002012132260207633,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Guwahati,IN,26.1844,91.7458,962334,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0010067210797418957,0.00041899855928081986,0.0002513188214976203,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Dhaka,BD,23.7104,90.40744,10356500,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0006273456942026412,0.00031365647372549876,0.0002007363579548116,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
San Jose,US,37.33939,-121.89496,997368,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0006725883656629392,0.0004126806911189107,0.0002464045570063772,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kota,IN,25.18254,75.83907,1001694,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0009910782220983114,0.0004086336973462973,0.00024444664435464836,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Jiaozuo,CN,35.23925,113.23914,865413,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.000936770317908224,0.00037208731671363286,0.00022024984356368814,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Taipei,TW,25.05306,121.52639,7871900,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0008390959187524194,0.0003495966281999441,0.00020975338023648815,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Agra,IN,27.18333,78.01667,1430055,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0008279133711528025,0.00034407807406514057,0.00020629524631782248,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
New Taipei City,TW,25.06199,121.45703,4004367,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0008213680436536253,0.0003421812937920987,0.0002052992582559643,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Linyi,CN,35.06306,118.34278,2743843,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0003796795217104777,0.0003796795217104777,0.00025805447234353643,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bekasi,ID,-6.2349,106.9896,2564940,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0007418562664348663,0.00030774712056346604,0.00018441597167553891,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pimpri,IN,18.62292,73.80696,1284606,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0007496657792325752,0.0002972289803591672,0.0001758496839205483,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bhubaneswar,IN,20.27241,85.83385,885363,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0007104185933879568,0.0002884378375203932,0.00017179292468769754,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pingdingshan,CN,33.73091,113.31554,979130,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.00034725850295594385,0.00034725850295594385,0.00025849697960744766,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ulsan,KR,35.53722,129.31667,1098421,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0003399052354951526,0.0003399052354951526,0.0002333151760873925,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Natal,BR,-5.795,-35.20944,896708,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0011209129088394706,0.0005560585151404285,0.0003325867328523788,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Antipolo,PH,14.62578,121.12251,913712,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0003908803154227189,0.00027594063160952045,0.00016527376098806126,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Wenzhou,CN,27.99942,120.66682,2650000,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.00033060228889042476,0.00033060228889042476,0.00033060228889042476,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Panjin,CN,41.121,122.0739,1166481,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0003149296385248114,0.0003149296385248114,0.0003149296385248114,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Managua,NI,12.13282,-86.2504,973087,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.00030928222232040614,0.00023227842915168537,0.00013896420194891776,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ottawa,CA,45.41117,-75.69812,1017449,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.0003401092666689143,0.00016990637450266244,0.00010870594145453993,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Beijing,CN,39.9075,116.39723,18960744,semi-confined basin-fill recovery,0.05,0.1,0.15,managed basin-fill/recovery setting; use low-to-moderate unconfined-equivalent S_y review range,0.0005105976948408756,0.0002529408037319717,0.00016810736694154726,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Xi’an,CN,34.25833,108.92861,9600000,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0005067020410496406,0.00020933910823774105,0.0001252993066139449,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Jepara,ID,-6.5924,110.671,1257912,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.00024401756337893987,0.00024401756337893987,0.00024401756337893987,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Zigong,CN,29.34162,104.77689,1262064,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00026383694732508983,0.00026383694732508983,0.00024214625137560647,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Busan,KR,35.10168,129.03004,3285147,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0007721442417902916,0.0003847403160614979,0.00023052545644945688,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Daegu,KR,35.87028,128.59111,2365523,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0004367506482916145,0.00018150960796038673,0.00010882538151744253,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bengaluru,IN,12.97194,77.59369,8495492,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00034334223673664933,0.00034334223673664933,0.00021418372523291295,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kingston,JM,17.99702,-76.79358,937700,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.00016362884800588673,0.00016362884800588673,0.00016362884800588673,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Medan,ID,3.58333,98.66667,2435252,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00015219602330251297,0.00015219602330251297,0.00015219602330251297,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
South Tangerang,ID,-6.28862,106.71789,1404785,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0004888766641809768,0.00024280408588483668,0.0001452925843284797,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Setagaya,JP,35.64188,139.64715,940071,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.00013755961943143213,0.00013755961943143213,0.00013755961943143213,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Sendai,JP,38.26667,140.86667,1096704,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0002527863842402313,0.00010496553984942064,6.291742086343352e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bogotá,CO,4.60971,-74.08175,7674366,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.00024182725544709578,0.00010015444712194004,5.99891507031651e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Luoyang,CN,34.67345,112.43684,1390581,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00033421256153517705,0.00016051391217469031,9.478375575265922e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Palembang,ID,-2.91673,104.7458,1668848,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0001808875683781963,7.534814837939496e-05,4.520517430017801e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Baoji,CN,34.36775,107.23705,1437802,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0002926113729391387,0.00014437284710659953,8.616546833398013e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Al Başrah al Qadīmah,IQ,30.50316,47.81507,2015483,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,0.00010705507068420328,5.352012924569882e-05,3.425117644584308e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kennedy,CO,4.6165,-74.14597,979914,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0002349786298451069,0.00011646775734255009,6.96374397448048e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Basrah,IQ,30.50852,47.7804,1326564,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,0.0001257161040542215,5.2366282970062183e-05,3.141712559938392e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Khulna,BD,22.80979,89.56439,1500689,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.000210720199103215,0.00010359230361301191,6.173769196178179e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Xinxiang,CN,35.19033,113.80151,1047088,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00020715972461201834,9.705208844312623e-05,5.6755516451558515e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Jinzhong,CN,37.68403,112.75471,1226617,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00018942573994274858,9.303363200565459e-05,5.542377266519764e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Sholapur,IN,17.67152,75.91044,997281,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00020292598252063772,9.381476079227294e-05,5.45804768456626e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Liupanshui,CN,26.59444,104.83333,1320825,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00017313762116223305,8.637369612870052e-05,5.1777484746426405e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Petaling Jaya,MY,3.10726,101.60671,807879,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00013838059269742783,6.754590193246211e-05,4.014157512375032e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Chengdu,CN,30.66667,104.06667,13568357,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00013097783946188022,6.459370239814046e-05,3.854409003034229e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Changzhi,CN,36.18389,113.10528,1214940,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00013023600490808717,6.071063762209077e-05,3.543453867513183e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Taizhou,CN,32.49069,119.90812,1607108,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.00010614535748334087,5.2842522415880513e-05,3.165049655297781e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Gazipur,BD,23.99844,90.42234,2674697,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.801368915506037e-05,4.892673395790782e-05,2.933684224548129e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Multan,PK,30.19679,71.47824,2169915,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,3.435302246137476e-05,1.9611449894160228e-05,1.2474203445979846e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Liaocheng,CN,36.45064,116.00247,1229768,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.5218804814582953e-05,2.5218804814582953e-05,2.5218804814582953e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Valencia,VE,10.16153,-68.00044,1619470,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.46839178901176e-05,2.46839178901176e-05,2.46839178901176e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kallakurichi,IN,11.73379,78.95925,1682687,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",8.677592504890877e-05,4.1275819849649284e-05,2.4281377783598858e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Heze,CN,35.23929,115.47358,1346717,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.2515712648938854e-05,2.2515712648938854e-05,2.2515712648938854e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Shivaji Nagar,IN,18.53017,73.85263,1000000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.2385554731239442e-05,2.2385554731239442e-05,2.2385554731239442e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Caracas,VE,10.48801,-66.87919,3000000,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,2.042034761258471e-05,2.042034761258471e-05,2.042034761258471e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Baoshan,CN,25.11626,99.16366,935618,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",5.7538663424541855e-05,3.0182902271423933e-05,1.8027984983073723e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Handan,CN,36.60999,114.48764,1358318,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.1006966030205707e-05,2.1006966030205707e-05,1.4961671246194907e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Indore,IN,22.71792,75.8333,1994397,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.4940004805608672e-05,1.4940004805608672e-05,1.4940004805608672e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Depok,ID,-6.4,106.81861,2145400,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.6710441464355894e-05,2.3193807657152007e-05,1.387779415677878e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kolwezi,CD,-10.71484,25.46674,790248,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.715135114066e-05,2.3184648557342258e-05,1.3818388655759345e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Taichung,TW,24.1469,120.6839,2850285,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.191027669674281e-05,2.0925865868612684e-05,1.254850314375e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pune,IN,18.51957,73.85535,3124458,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.1486070368725825e-05,1.1486070368725825e-05,1.1486070368725825e-05,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Aurangabad,IN,19.87757,75.34226,1175116,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",3.2407849096528755e-05,1.4980256436999736e-05,8.714882584437593e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Shenyang,CN,41.79222,123.43278,7050000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",7.412707708519327e-06,7.412707708519327e-06,7.412707708519327e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kuala Lumpur,MY,3.1412,101.68653,1453975,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.4960922259777776e-05,1.2251124125087882e-05,7.280506355712159e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Blantyre,MW,-15.78499,35.00854,902588,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.2415748896023992e-05,1.1154723139579882e-05,6.680133844755168e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Xuchang,CN,34.03189,113.86299,1265536,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.0039718517563539e-05,6.1313820469871175e-06,3.616357162117631e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Anshan,CN,41.12361,122.99,1450000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.976771155298167e-06,2.976771155298167e-06,2.976771155298167e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Lubumbashi,CD,-11.66089,27.47938,2221925,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.654597348153254e-06,4.7594769508067976e-06,2.839621737117903e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Addis Ababa,ET,9.02497,38.74689,3860000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.0307413687363528e-05,4.823406522991205e-06,2.8194569339276605e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Comilla,BD,23.46186,91.18503,1030000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.095548502575289e-06,4.475513237394519e-06,2.6682216159197027e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Jerusalem,IL,31.76904,35.21633,971800,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",5.749581962567751e-06,2.8537867676396527e-06,1.707265361990725e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pyongyang,KP,39.03385,125.75432,3222000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",5.4021094910831246e-06,2.5948316992543505e-06,1.532334130254123e-06,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kyoto,JP,35.02107,135.75385,1463723,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.3932253853739571e-06,1.3932253853739571e-06,8.994660704178545e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Malang,ID,-7.9797,112.6304,847182,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.8437494217660882e-06,1.4672185367938092e-06,8.776195985724528e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Medellín,CO,6.245,-75.57151,1999979,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",8.566869730858729e-07,8.566869730858729e-07,8.566869730858729e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Damascus,SY,33.5102,36.29128,1569394,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.2594003796256055e-06,1.123989694171867e-06,6.73029755562284e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Gwangju,KR,35.15472,126.91556,1401235,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",6.674624721634217e-07,6.674624721634217e-07,6.674624721634217e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Amman,JO,31.95522,35.94503,1275857,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.155627066009519e-06,1.0699367186602386e-06,6.400844697075083e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Puning,CN,23.31072,116.16869,874954,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.057369272184253e-06,1.0266475129180668e-06,6.155005010132267e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Qingyang,CN,35.70976,107.64455,2125400,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.814584612075485e-06,9.02018531444702e-07,5.39952270602856e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Salem,IN,11.65376,78.15538,917414,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.997142860270237e-07,4.997142860270237e-07,4.997142860270237e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kunming,CN,25.03889,102.71833,3855346,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",8.68871601920486e-07,5.602200009050207e-07,3.356685715909279e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
